SP024_2theta_XRR,
1.87999999523163,2094.84912109375
1.88999998569489,2196.53076171875
1.89999997615814,2389.77075195313
1.9099999666214,2486.95825195313
1.91999995708466,2254.99829101563
1.92999994754791,2037.31286621094
1.94000005722046,1671.17724609375
1.95000004768372,1258.64245605469
1.96000003814697,1066.673828125
1.97000002861023,933.304260253906
1.98000001907349,911.974853515625
1.99000000953674,857.27197265625
2,912.8935546875
2.00999999046326,973.737243652344
2.01999998092651,939.684692382813
2.02999997138977,1005.50140380859
2.03999996185303,955.064086914063
2.04999995231628,880.580505371094
2.05999994277954,800.295959472656
2.0699999332428,836.0830078125
2.07999992370605,781.649169921875
2.08999991416931,887.923278808594
2.09999990463257,917.915466308594
2.10999989509583,960.173095703125
2.11999988555908,1012.59149169922
2.13000011444092,972.931457519531
2.14000010490417,959.293029785156
2.15000009536743,819.503723144531
2.16000008583069,742.011535644531
2.17000007629395,661.460571289063
2.1800000667572,541.128173828125
2.19000005722046,492.915679931641
2.20000004768372,516.774841308594
2.21000003814697,534.414245605469
2.22000002861023,661.637145996094
2.23000001907349,676.403503417969
2.24000000953674,747.750244140625
2.25,763.347351074219
2.25999999046326,654.842468261719
2.26999998092651,621.2626953125
2.27999997138977,571.414367675781
2.28999996185303,442.310791015625
2.29999995231628,404.234619140625
2.30999994277954,345.930419921875
2.3199999332428,378.807464599609
2.32999992370605,372.050506591797
2.33999991416931,393.600280761719
2.34999990463257,515.896789550781
2.35999989509583,533.308349609375
2.36999988555908,552.32861328125
2.38000011444092,511.445739746094
2.39000010490417,422.236846923828
2.40000009536743,334.683746337891
2.41000008583069,240.128601074219
2.42000007629395,181.230773925781
2.4300000667572,138.046600341797
2.44000005722046,132.500045776367
2.45000004768372,166.772308349609
2.46000003814697,211.293884277344
2.47000002861023,274.244873046875
2.48000001907349,392.527893066406
2.49000000953674,442.631256103516
2.5,439.238983154297
2.50999999046326,426.07666015625
2.51999998092651,361.752777099609
2.52999997138977,298.647979736328
2.53999996185303,208.471267700195
2.54999995231628,140.392669677734
2.55999994277954,91.7339324951172
2.5699999332428,89.08935546875
2.57999992370605,117.580421447754
2.58999991416931,133.353805541992
2.59999990463257,214.279418945313
2.60999989509583,242.154479980469
2.61999988555908,284.469604492188
2.63000011444092,282.673187255859
2.64000010490417,309.286163330078
2.65000009536743,254.611206054688
2.66000008583069,183.77619934082
2.67000007629395,155.251953125
2.6800000667572,102.60391998291
2.69000005722046,64.3963775634766
2.70000004768372,75.0288467407227
2.71000003814697,78.6544189453125
2.72000002861023,118.623825073242
2.73000001907349,154.782791137695
2.74000000953674,212.952835083008
2.75,188.835952758789
2.75999999046326,219.204345703125
2.76999998092651,184.434295654297
2.77999997138977,168.395935058594
2.78999996185303,130.477691650391
2.79999995231628,100.900802612305
2.80999994277954,70.2082824707031
2.8199999332428,46.1812133789063
2.82999992370605,35.1972579956055
2.83999991416931,48.463249206543
2.84999990463257,76.7744445800781
2.85999989509583,92.1389923095703
2.86999988555908,101.054786682129
2.88000011444092,160.614929199219
2.89000010490417,130.480880737305
2.90000009536743,143.642868041992
2.91000008583069,124.439468383789
2.92000007629395,100.021392822266
2.9300000667572,71.3551406860352
2.94000005722046,47.3413124084473
2.95000004768372,36.5355529785156
2.96000003814697,28.1654968261719
2.97000002861023,25.2624397277832
2.98000001907349,38.8139152526855
2.99000000953674,44.2415199279785
3,66.3788833618164
